cluster_id,canonical_restaurant,raw_restaurant_name,canonical_freq,raw_freq,location_name,proposed,accept
252,อาหารทะเล ซีฟู้ด Tell me cafe & Eatery,อาหารทะเล ซีฟู้ด Tell me cafe & Eatery,4,4,,1,1
253,ฟูกุอิซากายะ,ฟูกุอิซากายะ,8,8,,1,1
254,ลุงแว่นซีฟู้ด,ลุงแว่นซีฟู้ด,23,23,,1,1
255,ซอสามสาย,ซอสามสาย,16,16,,1,1
256,เม้งปูดอง เสรีไทย 27,เม้งปูดอง เสรีไทย 27,12,12,,1,1
257,kabuto22 Japanese restaurant,kabuto22 Japanese restaurant,12,12,,1,1
258,ข้าวแกงป้าทิน,ข้าวแกงป้าทิน,12,12,,1,1
259,ร้านไอตืม คลองด่าน,ร้านไอตืม คลองด่าน,2,2,,1,1
260,คุ้ง คาแนล คาเฟ่,คุ้ง คาแนล คาเฟ่,3,3,,1,1
261,ภ.คิทเช่น ที่สุดของอบวุ้นเส้น Porkitchen,ภ.คิทเช่น ที่สุดของอบวุ้นเส้น Porkitchen,18,18,,1,1
262,อร่อยเหลา,อร่อยเหลา,16,16,,1,1
263,ร้านอาหารบ้านดง,ร้านอาหารบ้านดง,2,2,,1,1
264,บ้านนี้มีรัก,บ้านนี้มีรัก,5,5,,1,1
265,Kwann Restaurant Bangkok,Kwann Restaurant Bangkok,1,1,,1,1
266,ร้านส้มตำลาวลำน้ำพอง ไก่บ้านย่างเขาสวนกวาง ใกล้นิด้า,ร้านส้มตำลาวลำน้ำพอง ไก่บ้านย่างเขาสวนกวาง ใกล้นิด้า,19,19,,1,1
267,ครัวคุณอรซีฟู้ด,ครัวคุณอรซีฟู้ด,30,30,,1,1
268,โจ๊กสามย่าน คลองขวาง,โจ๊กสามย่าน คลองขวาง,10,10,,1,1
269,นุ๊ก สดอร่อย ซีฟู้ด อาหารทะเล ย่านบางบัวทอง นนทบุรี,นุ๊ก สดอร่อย ซีฟู้ด อาหารทะเล ย่านบางบัวทอง นนทบุรี,19,19,,1,1
270,345 ห้อยขาริมทุ่ง (ร้านอาหาร&ก๋วยเตี๋ยวเรือ),345 ห้อยขาริมทุ่ง (ร้านอาหาร&ก๋วยเตี๋ยวเรือ),34,34,,1,1
271,นารายณ์พิซเซอเรีย X ข้าน้อยขอชาบู สาขาปั๊มปตท.กรุงเทพกรีฑา ขาเข้า,นารายณ์พิซเซอเรีย X ข้าน้อยขอชาบู สาขาปั๊มปตท.กรุงเทพกรีฑา ขาเข้า,26,26,,1,1
272,ข้าวแกงเปิดหม้อ สาขาอ้อมน้อย(สาขาต้นตำหรับ),ข้าวแกงเปิดหม้อ สาขาอ้อมน้อย(สาขาต้นตำหรับ),11,11,,1,1
273,BIG HOUSE (Farm & Cafe & Restaurant) บิ๊กเฮาส์ ฟร์าม คาเฟ่ และ ร้านอาหาร,BIG HOUSE (Farm & Cafe & Restaurant) บิ๊กเฮาส์ ฟร์าม คาเฟ่ และ ร้านอาหาร,10,10,,1,1
274,ฟอเรสต้า คาเฟ่,ฟอเรสต้า คาเฟ่,7,7,,1,1
275,ราดหน้านพดลสาย3,ราดหน้านพดลสาย3,33,33,,1,1
276,SUNTOOB - ซันตุ๊บ (จองล่วงหน้า 24 ชม เท่านั้นทางfacebook),SUNTOOB - ซันตุ๊บ (จองล่วงหน้า 24 ชม เท่านั้นทางfacebook),7,7,,1,1
277,สปูน เฮ้าส์ ลำลูกกาคลอง 3,สปูน เฮ้าส์ ลำลูกกาคลอง 3,20,20,,1,1
278,อา-ลม-ดี,อา-ลม-ดี,17,17,,1,1
279,ซ้งเป็ดพะโล้ สายไหม,ซ้งเป็ดพะโล้ สายไหม,15,15,,1,1
280,ครัวยายติ๋ม,ครัวยายติ๋ม,16,16,,1,1
281,เจริญรุ่งเรือง บุฟเฟต์นานาชาติ,เจริญรุ่งเรือง บุฟเฟต์นานาชาติ,18,18,,1,1
282,ครัวแม่ปัญญา,ครัวแม่ปัญญา,14,14,,1,1
283,สวนอาหารทรงวุฒิ,สวนอาหารทรงวุฒิ,4,4,,1,1
284,ข้าวต้ม แม่บังอร,ข้าวต้ม แม่บังอร,5,5,,1,1
285,เฮือนดาริกาอาหารเหนือเจียงฮาย,เฮือนดาริกาอาหารเหนือเจียงฮาย,20,20,,1,1
286,บ้านสวนเพลงร้านอาหาร,บ้านสวนเพลงร้านอาหาร,10,10,,1,1
286,บ้านสวนเพลงร้านอาหาร,ร้านอาหารเพ็ชรบ้านสวน,10,3,,1,0
287,สวนอาหารลิลลี่การ์เด้น168,สวนอาหารลิลลี่การ์เด้น168,1,1,,1,1
288,ร้านค่าเวลา หลักสี่ New Generetion,ร้านค่าเวลา หลักสี่ New Generetion,4,4,,1,1
289,เป็นสุข บาร์ แอนด์ เรสทัวรองท์,เป็นสุข บาร์ แอนด์ เรสทัวรองท์,13,13,,1,1
290,ร้านอาหาร อัล ซาราย,ร้านอาหาร อัล ซาราย,18,18,,1,1
291,สิริขวัญ ซีฟู้ด,สิริขวัญ ซีฟู้ด,5,5,,1,1
292,ครัว 2 ภาค,ครัว 2 ภาค,12,12,,1,1
293,วันดีดี คาเฟ่ x เรสเตอร์รองต์,วันดีดี คาเฟ่ x เรสเตอร์รองต์,1,1,,1,1
294,localfood restaurant,localfood restaurant,5,5,,1,1
295,ลาซันย่า คอมฟอร์ท ไดน์นิ่ง,ลาซันย่า คอมฟอร์ท ไดน์นิ่ง,6,6,,1,1
296,แซ่บบ้านสวนคาเฟ่,แซ่บบ้านสวนคาเฟ่,11,11,,1,1
297,หมูย่างน้ำผึ้ง แม่สุมณฑา จตุจักร,หมูย่างน้ำผึ้ง แม่สุมณฑา จตุจักร,14,14,,1,1
298,ตํากลางคลอง - tum klang khlong,ตํากลางคลอง - tum klang khlong,13,13,,1,1
299,A Ramen,A Ramen,8,8,,1,1
300,ร้านสายอีสาน,ร้านสายอีสาน,5,5,,1,1
301,คุ้มพระยา / Braya de Casa,คุ้มพระยา / Braya de Casa,6,6,,1,1
302,ร้านอาหารเจแจ้ง5,ร้านอาหารเจแจ้ง5,2,2,,1,1
303,ร้านญวน กม.25 (ลูกชายคนโต),ร้านญวน กม.25 (ลูกชายคนโต),17,17,,1,1
304,Took Lae Dee Restaurant,Took Lae Dee Restaurant,5,5,,1,1
305,เนื้อตุ๋นนางเลิ้ง,เนื้อตุ๋นนางเลิ้ง,74,74,,1,1
306,ฟาเธอร์ เซย์ เยส,ฟาเธอร์ เซย์ เยส,14,14,,1,1
307,Chef’s Gallery,Chef’s Gallery,18,18,,1,1
308,ครัวแสงจันทร์ แวะมาหาหน่อย อร่อยแน่,ครัวแสงจันทร์ แวะมาหาหน่อย อร่อยแน่,3,3,,1,1
309,ครัวอินทผลัม & ชาอบัย,ครัวอินทผลัม & ชาอบัย,7,7,,1,1
310,ส้มตำยายบูดอินเตอร์,ส้มตำยายบูดอินเตอร์,8,8,,1,1
311,ร้านเล็กพิสดาร,ร้านเล็กพิสดาร,23,23,,1,1
312,ร้านเด็ด 7 ย่านน้ำ,ร้านเด็ด 7 ย่านน้ำ,1,1,,1,1
313,The Cave หทัยราษฎร์,The Cave หทัยราษฎร์,4,4,,1,1
314,บ้านสวนอิงน้ำ,บ้านสวนอิงน้ำ,30,30,,1,1
315,เรือธง,เรือธง,23,23,,1,1
316,ครัวริมโมงค์,ครัวริมโมงค์,27,27,,1,1
317,ครัวคุณตั้ม ซีฟู้ดส์​,ครัวคุณตั้ม ซีฟู้ดส์​,9,9,,1,1
318,Sukigarden,Sukigarden,38,38,,1,1
319,ร้านครัวลิลเบิร์ด มบ.รัตนาธิเบศร์,ร้านครัวลิลเบิร์ด มบ.รัตนาธิเบศร์,3,3,,1,1
320,พวน Puan Thai Home Cook,พวน Puan Thai Home Cook,26,26,,1,1
321,มา ดู คลอง Cafe & Restaurant,มา ดู คลอง Cafe & Restaurant,6,6,,1,1
322,Yoyak​ ย.ยัก​ษ์​กินผัก​ วังหลัง,Yoyak​ ย.ยัก​ษ์​กินผัก​ วังหลัง,2,2,,1,1
323,ร้านอาหารบ้านแม่คุณ,ร้านอาหารบ้านแม่คุณ,24,24,,1,1
324,ไก่ย่างเสือใหญ่ กรุงเทพกรีฑา ซอย 8,ไก่ย่างเสือใหญ่ กรุงเทพกรีฑา ซอย 8,19,19,,1,1
325,เท็นซีซี คอฟฟี่,เท็นซีซี คอฟฟี่,3,3,,1,1
326,เมืองเกินร้อย (ศาลายา),เมืองเกินร้อย (ศาลายา),14,14,,1,1
327,ครัวบ้านมะลิ อาหารไทย-ซีฟู้ด ปลาจุ่ม จิ้มจุ่มหมอดิน ข้าวกระเพรา-อาหารจานเดียว,ครัวบ้านมะลิ อาหารไทย-ซีฟู้ด ปลาจุ่ม จิ้มจุ่มหมอดิน ข้าวกระเพรา-อาหารจานเดียว,11,11,,1,1
328,The Hope Cafe กรุงเทพกรีฑา,The Hope Cafe กรุงเทพกรีฑา,3,3,,1,1
329,สวนอาหารปิ่นแก้ว,สวนอาหารปิ่นแก้ว,13,13,,1,1
330,ร้านอาหารบ้านป้าแจ๋ว,ร้านอาหารบ้านป้าแจ๋ว,2,2,,1,1
331,ร้านข้าวผัดปูbyณัฏฐ์มาชิม,ร้านข้าวผัดปูbyณัฏฐ์มาชิม,116,116,,1,1
332,ร้านอาหารแมกไม้ชายคลอง,ร้านอาหารแมกไม้ชายคลอง,20,20,,1,1
333,ครัวกุ๊กหมู,ครัวกุ๊กหมู,32,32,,1,1
334,ครัวบ้านพ่อ,ครัวบ้านพ่อ,28,28,,1,1
335,Shinzoku Japanese Restaurant,Shinzoku Japanese Restaurant,6,6,,1,1
336,กะทิบ้านอาหารไทยและขนม,กะทิบ้านอาหารไทยและขนม,18,18,,1,1
337,Okina Izakaya,Okina Izakaya,7,7,,1,1
338,สวนอาหารปีกไม้สาย2,สวนอาหารปีกไม้สาย2,1,1,,1,1
339,ร้านพหลวิว Phahon View (สาขา ตัดใหม่-วัชรพล),ร้านพหลวิว Phahon View (สาขา ตัดใหม่-วัชรพล),20,20,,1,1
340,ครัวกาญจน์ - แกงป่า,ครัวกาญจน์ - แกงป่า,28,28,,1,1
341,เอี่ยม โภชนา,เอี่ยม โภชนา,30,30,,1,1
342,แม่กลองหัวปลาหม้อไฟ,แม่กลองหัวปลาหม้อไฟ,38,38,,1,1
343,ร้านข้าวแกง​บ้านเคียงเรือ,ร้านข้าวแกง​บ้านเคียงเรือ,12,12,,1,1
344,โอยั๊วะเกษตร,โอยั๊วะเกษตร,31,31,,1,1
345,บุ๊ก ข้าวมันไก่,บุ๊ก ข้าวมันไก่,20,20,,1,1
346,เพิ่มพูนโภชนา,เพิ่มพูนโภชนา,19,19,,1,1
347,เจ๊ณี โภชนา สาขา 2 (ข้าวต้มโต้รุ่ง),เจ๊ณี โภชนา สาขา 2 (ข้าวต้มโต้รุ่ง),23,23,,1,1
348,baiboon thai food,baiboon thai food,6,6,,1,1
349,ครัวไผ่เขียว,ครัวไผ่เขียว,2,2,,1,1
350,Mini Shabu Cheese สาขา 1 ซอยกันตนา ชาบูบางใหญ่,Mini Shabu Cheese สาขา 1 ซอยกันตนา ชาบูบางใหญ่,39,39,,1,1
351,ร้านอาหาร 109,ร้านอาหาร 109,5,5,,1,1
352,ครัวกลางทุ่ง@นครชัยศรี,ครัวกลางทุ่ง@นครชัยศรี,26,26,,1,1
353,คานาเล่เฮ้าส์,คานาเล่เฮ้าส์,5,5,,1,1
354,ร้านอาหารเจชาวคลอง คลอง 7 ธัญบุรี,ร้านอาหารเจชาวคลอง คลอง 7 ธัญบุรี,3,3,,1,1
355,ครัวใบเงินซีฟู้ด,ครัวใบเงินซีฟู้ด,4,4,,1,1
356,ครกใหญ่ (ฉลองกรุง),ครกใหญ่ (ฉลองกรุง),12,12,,1,1
357,ร้านแล้วแต่เชฟ,ร้านแล้วแต่เชฟ,6,6,,1,1
358,ครัวสราวลี,ครัวสราวลี,2,2,,1,1
359,แซ่บอิสาน98,แซ่บอิสาน98,5,5,,1,1
360,ครัวบ้านเรา,ครัวบ้านเรา,10,10,,1,1
361,Ar Rai Wah music & restaurant,Ar Rai Wah music & restaurant,2,2,,1,1
362,บ้านแดง โดย เมธาวลัย ศรแดง,บ้านแดง โดย เมธาวลัย ศรแดง,6,6,,1,1
363,ร้านอาหารบ้านจิตประภัสสร (Jitprapassorn Restaurant),ร้านอาหารบ้านจิตประภัสสร (Jitprapassorn Restaurant),12,12,,1,1
364,โกเหง่า ข้าวต้มรอบดึก,โกเหง่า ข้าวต้มรอบดึก,33,33,,1,1
365,ไม้หอม,ไม้หอม,2,2,,1,1
366,ร้านอาหารบ้านลักษ์ริมทะเล,ร้านอาหารบ้านลักษ์ริมทะเล,1,1,,1,1
367,ร้านพริกลิ้น,ร้านพริกลิ้น,6,6,,1,1
368,โก๊หล่อน RIVER SIDE,โก๊หล่อน RIVER SIDE,15,15,,1,1
369,กะเว้าไปเนาะ,กะเว้าไปเนาะ,5,5,,1,1
370,ปรุงประเทือง - อาหารใต้,ปรุงประเทือง - อาหารใต้,49,49,,1,1
371,ครัวคุณส้ม,ครัวคุณส้ม,3,3,,1,1
371,ครัวคุณส้ม,ครัวคุณชม,3,1,,1,0
372,ร้านลาบเป็ด-ปลาเผา Byเฮียน๊อต ปรีดีพนมยงค์43,ร้านลาบเป็ด-ปลาเผา Byเฮียน๊อต ปรีดีพนมยงค์43,22,22,,1,1
373,ปรุงประเทือง - อาหารใต้ ***(ครัวปิด 21:00 น.),ปรุงประเทือง - อาหารใต้ ***(ครัวปิด 21:00 น.),1,1,,1,1
374,มาดองหลวงเจ๊ (MA DONG LUANGJIE),มาดองหลวงเจ๊ (MA DONG LUANGJIE),2,2,,1,1
375,สู้แค่หมด ร้านอาหาร10บาท,สู้แค่หมด ร้านอาหาร10บาท,8,8,,1,1
376,ครัวปากบาน By เจ๊เจี๊ยบ ถนนไทยรามัญ,ครัวปากบาน By เจ๊เจี๊ยบ ถนนไทยรามัญ,30,30,,1,1
377,ติดมันส์ ศาลายา,ติดมันส์ ศาลายา,5,5,,1,1
378,ร้านอาหารครัวคุณยุ,ร้านอาหารครัวคุณยุ,2,2,,1,1
379,ร้านนามิ 345 ปากเกร็ด Nami at 345 Pakkret,ร้านนามิ 345 ปากเกร็ด Nami at 345 Pakkret,6,6,,1,1
380,ป้าเภา,ป้าเภา,6,6,,1,1
381,ร้านข้าวหอมแกงใต้ ซอยพระยาสุเรนทร์,ร้านข้าวหอมแกงใต้ ซอยพระยาสุเรนทร์,10,10,,1,1
382,บ้านรามัญ,บ้านรามัญ,29,29,,1,1
383,อ้วนเจริญยิ่ง ราชาข้าวต้ม,อ้วนเจริญยิ่ง ราชาข้าวต้ม,8,8,,1,1
384,ครัวแพขวัญใจ ซีฟู้ด,ครัวแพขวัญใจ ซีฟู้ด,43,43,,1,1
385,ร้าน นั่ง ซด ก๋วยเตี๋ยวต้มยำ เย็นตาโฟ รสจัดจ้าน,ร้าน นั่ง ซด ก๋วยเตี๋ยวต้มยำ เย็นตาโฟ รสจัดจ้าน,5,5,,1,1
386,ร้านมุมอร่อย อาหารตามสั่ง,ร้านมุมอร่อย อาหารตามสั่ง,6,6,,1,1
387,สายแคมป์สโลว์บาร์Cafe (ร้านนั่งชิวใกล้ฉัน),สายแคมป์สโลว์บาร์Cafe (ร้านนั่งชิวใกล้ฉัน),2,2,,1,1
388,ก๋วยเตี๋ยวต้มยำฅนละโว้,ก๋วยเตี๋ยวต้มยำฅนละโว้,45,45,,1,1
389,เม้งโภชนา,เม้งโภชนา,62,62,,1,1
390,ครัวบ้านกังหัน,ครัวบ้านกังหัน,4,4,,1,1
391,ร้านลุงเหน่งอาหารป่า(ติดถนนคลอง10),ร้านลุงเหน่งอาหารป่า(ติดถนนคลอง10),3,3,,1,1
392,ร้านอาหารเตยหอม กะเพราไส้แตก,ร้านอาหารเตยหอม กะเพราไส้แตก,22,22,,1,1
393,บ้านชิดลมบางปู,บ้านชิดลมบางปู,11,11,,1,1
394,คำปา อาหารเหนือ,คำปา อาหารเหนือ,8,8,,1,1
395,ร้านเจี๊ยบ (เจ้าเก่า) กระทุ่มแบน,ร้านเจี๊ยบ (เจ้าเก่า) กระทุ่มแบน,5,5,,1,1
396,สิมิลันโภชนา,สิมิลันโภชนา,13,13,,1,1
397,ร้านก๋วยเตี๋ยวเรือสองตอน,ร้านก๋วยเตี๋ยวเรือสองตอน,20,20,,1,1
398,บ้านปายนา,บ้านปายนา,6,6,,1,1
399,ChonGang Bar&Bistro,ChonGang Bar&Bistro,4,4,,1,1
400,ร้านอาหารใต้ บ้านฉลอง,ร้านอาหารใต้ บ้านฉลอง,34,34,,1,1
401,ข้าวมันไก่นายโอชิน อร่อยมาก,ข้าวมันไก่นายโอชิน อร่อยมาก,16,16,,1,1
402,ติ๊กโภชนา,ติ๊กโภชนา,65,65,,1,1
403,ร้านอาหารครัวเพลง (มล พลปราการ),ร้านอาหารครัวเพลง (มล พลปราการ),6,6,,1,1
404,ครัววาสนา,ครัววาสนา,32,32,,1,1
405,บ้านสวยในสวน,บ้านสวยในสวน,15,15,,1,1
406,ปานชีวา เรสเตอรองท์ แอนด์ คาเฟ่,ปานชีวา เรสเตอรองท์ แอนด์ คาเฟ่,6,6,,1,1
407,แม่ทองใบ จุดรวมพลคนชอบกิน,แม่ทองใบ จุดรวมพลคนชอบกิน,1,1,,1,1
408,จิ้มจุ่มยักษ์ลำลูกกา,จิ้มจุ่มยักษ์ลำลูกกา,7,7,,1,1
409,ป้าเล็กติ๊กต่อก ตามสั่ง ข้าวบึ้มมมมม,ป้าเล็กติ๊กต่อก ตามสั่ง ข้าวบึ้มมมมม,28,28,,1,1
410,Little dream garden ฝันของพ่อ,Little dream garden ฝันของพ่อ,8,8,,1,1
411,Lon Lon Local Diner,Lon Lon Local Diner,3,3,,1,1
412,Morr - Meat on the roof (yakiniku),Morr - Meat on the roof (yakiniku),19,19,,1,1
413,ร้านน้องนก ซีฟู้ด,ร้านน้องนก ซีฟู้ด,39,39,,1,1
414,โจ๊กสามย่าน แคราย (ปากซอยงามวงศ์วาน 4),โจ๊กสามย่าน แคราย (ปากซอยงามวงศ์วาน 4),6,6,,1,1
415,ร้านอาหารบ้านสวน,ร้านอาหารบ้านสวน,16,16,,1,1
416,So Good Gourmet,So Good Gourmet,1,1,,1,1
417,ครัวปัณฑารีย์,ครัวปัณฑารีย์,164,164,,1,1
418,ร้าน ๒๔ โภชนา,ร้าน ๒๔ โภชนา,6,6,,1,1
419,90 Bar & Bistro LKB,90 Bar & Bistro LKB,1,1,,1,1
420,บ้านเกด by บ้านแซ่บวังหลัง สาขาตลิ่งชัน,บ้านเกด by บ้านแซ่บวังหลัง สาขาตลิ่งชัน,36,36,,1,1
421,อ่อนนุช 35 ข้าวถ้วย,อ่อนนุช 35 ข้าวถ้วย,4,4,,1,1
422,ครัวเอื้ออาทร,ครัวเอื้ออาทร,29,29,,1,1
423,เจ๊ณี ข้าวต้มแปดริ้ว รามคำแหง19/1,เจ๊ณี ข้าวต้มแปดริ้ว รามคำแหง19/1,52,52,,1,1
424,ครัวบ้านเลซีฟู้ด (By เชฟนะ),ครัวบ้านเลซีฟู้ด (By เชฟนะ),52,52,,1,1
425,ร้านอาหาร อีสานนายเทน,ร้านอาหาร อีสานนายเทน,7,7,,1,1
426,GOODY CHIC,GOODY CHIC,6,6,,1,1
427,ครัวเจียงใหม่ - ทองหล่อ,ครัวเจียงใหม่ - ทองหล่อ,13,13,,1,1
428,ครัวบ้านสวนข้าวหมกไก่,ครัวบ้านสวนข้าวหมกไก่,23,23,,1,1
429,SaM SteakandMore,SaM SteakandMore,27,27,,1,1
430,อาหารตามสั่ง ป้อมตำรวจลานฟ้า,อาหารตามสั่ง ป้อมตำรวจลานฟ้า,3,3,,1,1
431,ครัวหน้าหมี,ครัวหน้าหมี,3,3,,1,1
432,อ้วนทรงไทย ร้านอาหาร & รีสอร์ท,อ้วนทรงไทย ร้านอาหาร & รีสอร์ท,12,12,,1,1
433,ครัวชายคลอง,ครัวชายคลอง,11,11,,1,1
434,ร้านข้าวมันไก่มาลัยทองโภชนา คลอง 4 ธัญบุรี เปิดมากว่า 32 ปี,ร้านข้าวมันไก่มาลัยทองโภชนา คลอง 4 ธัญบุรี เปิดมากว่า 32 ปี,51,51,,1,1
435,ริมธารา ซีฟู้ด,ริมธารา ซีฟู้ด,10,10,,1,1
436,ร้านป้าแหว๋ว,ร้านป้าแหว๋ว,21,21,,1,1
437,มิรู้โรย อีทเทอรี่ (Mirooroye Eatery),มิรู้โรย อีทเทอรี่ (Mirooroye Eatery),3,3,,1,1
438,ครัวเมืองเว้ ลาว ญวน ลาดกระบัง,ครัวเมืองเว้ ลาว ญวน ลาดกระบัง,17,17,,1,1
439,อาหารชาวใต้ สำลี,อาหารชาวใต้ สำลี,1,1,,1,1
440,ร้านนิยมเส้น สาขาหนองจอก حلال‎,ร้านนิยมเส้น สาขาหนองจอก حلال‎,13,13,,1,1
441,ครัวตานุโพธิ์ทอง,ครัวตานุโพธิ์ทอง,19,19,,1,1
442,ครัวดอกไม้ขาว,ครัวดอกไม้ขาว,15,15,,1,1
443,ยอดลาบเป็ดอุดร,ยอดลาบเป็ดอุดร,171,171,,1,1
444,บ้านชายเล บางปู - Baan Shine Lay Bang Pu,บ้านชายเล บางปู - Baan Shine Lay Bang Pu,15,15,,1,1
445,ร้านอาหารแบมบู ใหญ่,ร้านอาหารแบมบู ใหญ่,14,14,,1,1
446,แจ่วฮ้อนพระยาแล,แจ่วฮ้อนพระยาแล,25,25,,1,1
447,ร้านนายโจอาหารทะเลซีฟู้ด,ร้านนายโจอาหารทะเลซีฟู้ด,17,17,,1,1
448,มันชัน บุฟเฟ่เกาหลี,มันชัน บุฟเฟ่เกาหลี,10,10,,1,1
449,จุกจุกข้าวมันไก่ (สั่งออนไลน์หรือแวะรับที่ร้าน),จุกจุกข้าวมันไก่ (สั่งออนไลน์หรือแวะรับที่ร้าน),68,68,,1,1
450,ร้านครัวแม่อร,ร้านครัวแม่อร,2,2,,1,1
451,"Tikishi Japanese Restaurant , ทีกิชิ","Tikishi Japanese Restaurant , ทีกิชิ",22,22,,1,1
452,มหาชัยกรีนฟู้ดส์,มหาชัยกรีนฟู้ดส์,6,6,,1,1
453,เนี๊ยะสุกี้ สาขา ศาลายา,เนี๊ยะสุกี้ สาขา ศาลายา,9,9,,1,1
454,รวยริน ข้าวแฝ่โบราณ,รวยริน ข้าวแฝ่โบราณ,7,7,,1,1
455,ร้าน เทียนหลงสุกี้สายพาน,ร้าน เทียนหลงสุกี้สายพาน,4,4,,1,1
456,สินาท อาหารเจ,สินาท อาหารเจ,8,8,,1,1
457,สายลมจอย ซอย ๑,สายลมจอย ซอย ๑,5,5,,1,1
458,ครัวขุนสมุทรจีน ซีฟู๊ด,ครัวขุนสมุทรจีน ซีฟู๊ด,12,12,,1,1
459,กะเพราขุนช้าง รัชดา ซอย 3,กะเพราขุนช้าง รัชดา ซอย 3,20,20,,1,1
460,Tanwa : the Food Project HQ,Tanwa : the Food Project HQ,2,2,,1,1
461,โรงเตี้ยม บางปู อาหาร-เครื่องดืม,โรงเตี้ยม บางปู อาหาร-เครื่องดืม,4,4,,1,1
462,บ้านไม้ชายคลอง,บ้านไม้ชายคลอง,17,17,,1,1
463,ร้านต้มเลือดหมูเจ๊ไน้,ร้านต้มเลือดหมูเจ๊ไน้,14,14,,1,1
464,Eatter อีสเต๊อะ อาหารคนเมือง,Eatter อีสเต๊อะ อาหารคนเมือง,11,11,,1,1
465,แหนมเนืองคุณนิด,แหนมเนืองคุณนิด,3,3,,1,1
466,อู๊ดเย็นตาโฟ,อู๊ดเย็นตาโฟ,12,12,,1,1
467,ร้านสากตำอร่อย,ร้านสากตำอร่อย,2,2,,1,1
468,Tonthong Restaurant - ร้านอาหารต้นทอง,Tonthong Restaurant - ร้านอาหารต้นทอง,13,13,,1,1
469,ร้านปูสดพระสมุทร​เจดีย์​,ร้านปูสดพระสมุทร​เจดีย์​,6,6,,1,1
470,ระเบียงเคียงน้ำ 77,ระเบียงเคียงน้ำ 77,30,30,,1,1
471,ยุ้ยต้มยำ ตำแซ่บ,ยุ้ยต้มยำ ตำแซ่บ,22,22,,1,1
472,วิวทิวไม้ ซีฟู้ด,วิวทิวไม้ ซีฟู้ด,29,29,,1,1
473,แซ่บคักๆ,แซ่บคักๆ,23,23,,1,1
474,โจ๊กสะพานใหม่,โจ๊กสะพานใหม่,5,5,,1,1
475,Music Square,Music Square,9,9,,1,1
476,Lakehouse Café & Restaurant,Lakehouse Café & Restaurant,30,30,,1,1
477,ครัวลุงแกละ,ครัวลุงแกละ,4,4,,1,1
478,จานเดียว @hOMe,จานเดียว @hOMe,15,15,,1,1
479,เหลาริมทาง By เชฟเดช สาขา ราชพฤกษ์,เหลาริมทาง By เชฟเดช สาขา ราชพฤกษ์,54,54,,1,1
480,ข้าวแกงเปิดหม้อ สาขาประชาอุทิศ 90,ข้าวแกงเปิดหม้อ สาขาประชาอุทิศ 90,15,15,,1,1
481,ร้านอาหารแกงป่า ลุงสง่า,ร้านอาหารแกงป่า ลุงสง่า,202,202,,1,1
482,BACK 90's,BACK 90's,2,2,,1,1
483,ข้าวต้มฉลองชัย,ข้าวต้มฉลองชัย,54,54,,1,1
484,ครัวท่าเรือเมืองกาญ สาขา ศาลายา,ครัวท่าเรือเมืองกาญ สาขา ศาลายา,36,36,,1,1
485,ครัวแล้วแต่คุณ Up to u cafe,ครัวแล้วแต่คุณ Up to u cafe,18,18,,1,1
486,ร้านป้าปุ๊ย,ร้านป้าปุ๊ย,6,6,,1,1
487,ฌิม คาเฟ่&เรสเตอร์รอง,ฌิม คาเฟ่&เรสเตอร์รอง,15,15,,1,1
488,สวนอาหาร บ้านอิงน้ำ,สวนอาหาร บ้านอิงน้ำ,9,9,,1,1
489,ร้านอาหารลงแพ หรือ @บางขวด,ร้านอาหารลงแพ หรือ @บางขวด,20,20,,1,1
490,ครัวบ้าน 3 ออ,ครัวบ้าน 3 ออ,26,26,,1,1
491,ครัววาสนา ซีฟู้ด,ครัววาสนา ซีฟู้ด,82,82,,1,1
492,ร้านอาหารจีน เกี๊ยว เหลียว หนิง,ร้านอาหารจีน เกี๊ยว เหลียว หนิง,30,30,,1,1
493,Vegan Garden ร้านอาหารเจ - มังสวิรัติ คาเฟ่ คลอง4 ลำลูกกา,Vegan Garden ร้านอาหารเจ - มังสวิรัติ คาเฟ่ คลอง4 ลำลูกกา,13,13,,1,1
494,ครัวแถวบ้านอาหารตามสั่ง,ครัวแถวบ้านอาหารตามสั่ง,3,3,,1,1
495,ร้านตี๋อ้วนโภชนา,ร้านตี๋อ้วนโภชนา,2,2,,1,1
496,ติดมันส์ บุฟเฟ่ต์ปิ้งย่างกระทะร้อน สาขาบางบัวทอง,ติดมันส์ บุฟเฟ่ต์ปิ้งย่างกระทะร้อน สาขาบางบัวทอง,48,48,,1,1
497,กาลครั้งหนึ่ง,กาลครั้งหนึ่ง,43,43,,1,1
498,ร้านอาหารแมวน้ำ,ร้านอาหารแมวน้ำ,15,15,,1,1
499,ข้าวคัพ,ข้าวคัพ,14,14,,1,1
500,รสนะคอน ไก่ทอด ชาใต้ อาหารใต้,รสนะคอน ไก่ทอด ชาใต้ อาหารใต้,5,5,,1,1
501,MASA GARDEN by SUKI MASA,MASA GARDEN by SUKI MASA,1,1,,1,1
502,ครัวท่าเรือ สาขาทุ่งมังกร,ครัวท่าเรือ สาขาทุ่งมังกร,7,7,,1,1
503,ร้าน ตุ้มอร่อย คาเฟ่ Toomaroi Café,ร้าน ตุ้มอร่อย คาเฟ่ Toomaroi Café,8,8,,1,1
